,Id,SalePrice,SalePrice_log,MSSubClass,LotFrontage,LotArea,OverallQual,YearBuilt,MasVnrArea,ExterQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasFirePlace,HasGasHeating,HasExBsmtQual,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
392,393,106500,11.57590026,20,70.04995837,8339,5,1959,0,TA,0,0,0,882,0,882,0,0,1,0,1,TA,5,Attchd,RFn,294,TA,0,0,0,0,0,882,3966,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1
393,394,100000,11.51292546,30,70.04995837,7446,4,1941,0,TA,266,522,788,788,0,788,0,0,1,0,1,TA,4,None,None,0,None,0,0,0,0,0,1576,3956,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
394,395,109000,11.59910316,50,60,10134,5,1940,0,TA,0,735,735,735,299,1034,0,0,1,0,1,TA,5,Detchd,Unf,240,TA,0,39,0,0,0,1769,3957,39,1,0,1,1,0,0,1,1,0,0,1,1,0,1
395,396,129000,11.76756768,20,68,9571,5,1956,0,TA,739,405,1144,1144,0,1144,1,0,1,0,1,TA,6,Attchd,Unf,596,TA,44,0,0,0,0,2288,3966,0,2,0,0,0,1,0,1,1,0,0,1,1,0,1
396,397,123000,11.71993963,20,60,7200,5,1972,0,TA,777,117,894,894,0,894,0,0,1,0,1,TA,6,Detchd,RFn,600,TA,215,0,0,0,0,1788,3981,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1
397,398,169500,12.04060821,60,69,7590,5,1962,288,TA,540,324,864,876,936,1812,0,0,2,0,1,TA,8,Attchd,RFn,264,TA,0,168,0,0,0,2676,3969,168,2,0,1,1,0,0,1,1,0,0,1,1,0,1
398,399,67000,11.1124479,30,60,8967,5,1920,0,TA,0,961,961,1077,0,1077,0,0,1,0,1,TA,6,Detchd,Unf,338,Po,0,0,0,0,0,2038,3957,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
399,400,241000,12.39255221,60,65,8125,7,2006,100,Gd,812,280,1092,1112,438,1550,1,0,2,0,1,Gd,7,Attchd,Fin,438,TA,0,168,0,0,0,2642,4016,168,3,0,1,1,0,0,1,1,0,0,1,2,1,1
400,401,245500,12.41105223,120,38,14963,8,1996,0,Gd,786,474,1260,1288,0,1288,1,0,1,1,1,Ex,4,Attchd,Fin,500,TA,120,30,0,0,224,2548,4004,254,2.5,0,0,1,1,0,1,1,0,1,1,2,0,1
401,402,164990,12.01364014,20,65,8767,7,2005,0,Gd,24,1286,1310,1310,0,1310,0,0,2,0,1,Gd,6,Attchd,Fin,400,TA,0,0,0,0,0,2620,4011,0,2,0,0,0,0,0,1,1,0,1,1,2,0,1
402,403,108000,11.58988651,30,60,10200,5,1940,0,TA,0,672,672,672,0,672,0,0,1,0,1,TA,4,Detchd,Unf,240,TA,168,0,0,0,0,1344,4005,0,1,0,0,0,1,0,1,1,0,0,1,2,0,1
403,404,258000,12.46071486,60,93,12090,8,1998,650,Gd,0,1141,1141,1165,1098,2263,0,0,2,1,1,Gd,10,BuiltIn,Fin,420,TA,144,123,0,0,0,3404,4004,123,2.5,0,1,1,1,0,1,1,0,0,1,2,0,2
404,405,168000,12.03171926,60,70.04995837,10364,6,1995,0,TA,0,806,806,806,766,1572,0,0,2,1,1,TA,7,BuiltIn,Fin,373,TA,0,40,0,0,0,2378,4003,40,2.5,0,1,1,0,0,1,1,0,1,1,2,0,1
405,406,150000,11.91839057,20,70.04995837,9991,4,1976,0,TA,1116,165,1281,1620,0,1620,1,0,2,0,1,TA,8,Attchd,Unf,490,TA,120,78,0,0,0,2901,4002,78,3,0,0,1,1,0,1,1,0,1,1,1,0,1
406,407,115000,11.65268741,50,51,10480,6,1936,0,TA,0,1064,1064,1166,0,1639,0,0,1,0,1,TA,6,Detchd,Unf,240,TA,0,0,0,0,0,2703,3958,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
407,408,177000,12.08390501,70,63,15576,6,1915,0,TA,0,840,840,840,840,1680,0,0,2,0,1,TA,8,Attchd,Unf,308,TA,0,0,160,0,0,2520,3984,160,2,0,1,1,0,0,1,1,0,0,1,0,0,1
408,409,280000,12.54254488,60,109,14154,7,2006,350,Gd,0,1063,1063,1071,1101,2172,0,0,2,1,1,Gd,9,Attchd,RFn,947,TA,192,62,0,0,0,3235,4013,62,2.5,3,1,1,1,0,1,1,1,0,1,2,0,2
409,410,339750,12.73596533,60,85,10800,8,2007,100,Gd,789,245,1034,1050,1028,2078,1,0,2,1,1,Ex,8,Attchd,Fin,836,TA,0,102,0,0,0,3112,4016,102,3.5,3,1,1,0,0,1,1,1,0,1,2,1,1
410,411,60000,11.00209984,20,68,9571,5,1958,0,TA,0,1276,1276,1276,0,1276,0,0,1,0,1,TA,5,Attchd,Unf,350,TA,0,0,0,0,0,2552,3967,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
411,412,145000,11.88448902,190,100,34650,5,1955,0,TA,1056,0,1056,1056,0,1056,1,0,1,0,1,TA,5,Attchd,Fin,572,TA,264,0,0,0,0,2112,3961,0,2,0,0,0,1,0,1,1,0,0,1,1,0,1
412,413,222000,12.31043266,20,70.04995837,4403,7,2009,432,Ex,578,892,1470,1478,0,1478,1,0,2,1,1,Gd,7,Attchd,Fin,484,TA,0,144,0,0,0,2948,4019,144,3.5,0,0,1,0,0,1,1,1,1,1,2,1,1
413,414,115000,11.65268741,30,56,8960,5,1927,0,TA,0,1008,1008,1028,0,1028,0,0,1,0,1,TA,5,Detchd,Unf,360,TA,0,0,130,0,0,2036,3960,130,1,0,0,1,0,0,1,1,0,0,1,1,0,1
414,415,228000,12.33710091,60,59,11228,7,1993,0,Gd,50,499,1080,1080,1017,2097,0,1,2,1,1,Gd,9,Attchd,Unf,678,TA,196,187,0,0,0,3177,4001,187,3,3,1,1,1,0,1,1,0,1,1,2,0,1
415,416,181134,12.10699237,20,73,8899,7,2007,0,Gd,24,1316,1340,1340,0,1340,0,0,2,0,1,Gd,6,Attchd,Fin,396,TA,100,30,0,0,0,2680,4014,30,2,0,0,1,1,0,1,1,0,1,1,2,0,1
416,417,149500,11.91505167,60,74,7844,6,1978,203,TA,209,463,672,672,728,1400,0,0,1,1,1,TA,6,Attchd,Fin,440,TA,0,0,0,0,0,2072,3984,0,1.5,0,1,0,0,0,1,1,0,0,1,1,0,1
417,418,239000,12.38421883,70,86,22420,6,1918,0,TA,1128,242,1370,1370,1254,2624,1,0,2,1,1,TA,10,Detchd,Unf,864,TA,0,0,0,0,0,3994,3957,0,3.5,3,1,0,0,0,1,1,0,1,1,0,0,1
418,419,126000,11.74403719,50,60,8160,5,1940,0,TA,312,444,756,756,378,1134,1,0,1,1,1,TA,7,Detchd,Unf,240,TA,0,0,0,0,0,1890,3957,0,2.5,0,1,0,0,0,1,1,0,0,1,0,0,1
419,420,142000,11.86358234,20,65,8450,5,1968,0,TA,775,281,1056,1056,0,1056,1,0,1,0,1,TA,6,Attchd,Unf,304,TA,0,85,184,0,0,2112,3978,269,2,0,0,1,0,0,1,1,0,0,1,1,0,1
420,421,206300,12.2370867,90,78,7060,7,1997,200,TA,1309,35,1344,1344,0,1344,2,0,2,0,2,TA,8,Attchd,Fin,784,TA,0,0,0,0,0,2688,4006,0,4,3,0,0,0,0,1,1,0,0,1,2,0,1
421,422,215000,12.27839331,20,70.04995837,16635,6,1977,126,Gd,1246,356,1602,1602,0,1602,0,1,2,0,1,Gd,8,Attchd,Fin,529,TA,240,0,0,0,0,3204,4009,0,2.5,0,0,0,1,0,1,1,0,1,1,1,1,1
422,423,113000,11.6351431,20,100,21750,5,1954,0,TA,0,988,988,988,0,988,0,0,1,0,1,TA,4,Attchd,RFn,520,TA,0,0,0,0,0,1976,3962,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
423,424,315000,12.66032792,60,80,9200,8,1998,473,Gd,986,484,1470,1470,1160,2630,1,0,2,1,1,Gd,8,Attchd,Fin,696,TA,0,66,0,0,0,4100,4006,66,3.5,3,1,1,0,0,1,1,0,0,1,2,0,2
424,425,139000,11.84222921,20,72,9000,6,1956,74,TA,616,580,1196,1196,0,1196,1,0,1,0,1,TA,6,Attchd,RFn,297,TA,0,44,0,0,0,2392,3964,44,2,0,0,1,0,0,1,1,0,0,1,1,0,1
425,426,135000,11.81303006,60,60,3378,7,1946,0,TA,0,651,651,707,682,1389,0,0,1,1,1,TA,6,Detchd,Unf,240,TA,0,0,126,0,0,2040,4001,126,1.5,0,1,1,0,0,1,1,0,0,1,1,0,1
426,427,275000,12.52452638,80,70.04995837,12800,7,1989,145,Gd,1518,0,1518,1644,0,1644,1,1,2,0,1,Gd,5,Attchd,Fin,569,TA,80,0,0,0,396,3162,3998,396,3.5,0,0,1,1,0,1,1,0,0,1,2,0,1
427,428,109008,11.59917655,20,77,8593,4,1957,0,TA,288,619,907,907,0,907,0,0,1,0,1,TA,5,Detchd,Unf,352,TA,0,0,0,0,0,1814,3965,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1
428,429,195400,12.18280402,20,64,6762,7,2007,108,Gd,664,544,1208,1208,0,1208,1,0,2,0,1,Gd,6,Attchd,RFn,628,TA,105,54,0,0,0,2416,4014,54,3,0,0,1,1,0,1,1,0,0,1,2,0,1
429,430,175000,12.07254125,20,130,11457,6,1988,0,TA,1005,387,1392,1412,0,1412,1,0,2,0,1,Gd,6,Attchd,Unf,576,TA,0,0,169,0,0,2804,3997,169,3,0,0,1,0,0,1,1,0,1,1,1,0,1
430,431,85400,11.35510138,160,21,1680,6,1971,232,TA,387,96,483,483,504,987,0,0,1,1,1,TA,4,Detchd,Unf,264,TA,0,0,0,0,0,1470,3979,0,1.5,0,1,0,0,0,1,1,0,0,1,1,0,0
431,432,79900,11.28853113,50,60,5586,6,1920,0,TA,0,901,901,1088,110,1198,0,0,1,0,1,TA,7,None,None,0,None,0,98,0,0,0,2099,4006,98,1,0,1,1,0,0,1,1,0,1,1,0,0,1
432,433,122500,11.71586631,160,24,1920,5,1971,376,TA,471,294,765,765,600,1365,1,0,1,1,1,TA,6,Detchd,Unf,440,TA,240,36,0,0,0,2130,3978,36,2.5,0,1,1,1,0,1,1,0,0,1,1,0,0
433,434,181000,12.10625231,60,100,10839,6,1997,0,TA,0,926,926,926,678,1604,0,0,2,1,1,TA,7,Attchd,Fin,470,TA,0,36,0,0,0,2530,4006,36,2.5,0,1,1,0,0,1,1,0,1,1,2,0,1
434,435,81000,11.30220443,180,21,1890,4,1972,0,TA,495,135,630,630,0,630,1,0,1,0,1,TA,3,None,None,0,None,88,0,0,0,0,1260,3980,0,2,0,0,0,1,0,1,1,0,0,1,1,0,0
435,436,212000,12.26434155,60,43,10667,7,1996,0,Gd,385,70,799,827,834,1661,1,0,2,1,1,Gd,6,Attchd,RFn,550,TA,158,61,0,0,0,2460,4005,61,3.5,0,1,1,1,0,1,1,0,1,1,2,0,1
436,437,116000,11.66134547,50,40,4400,6,1920,0,TA,0,648,648,734,384,1118,0,0,1,0,1,TA,6,Detchd,Unf,440,TA,0,0,0,0,0,1766,3956,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1
437,438,119000,11.68687877,45,50,6000,6,1926,0,Gd,0,884,884,904,0,904,0,0,1,0,1,TA,4,Detchd,Unf,180,TA,0,0,105,0,0,1788,4013,105,1,0,0,1,0,0,1,1,0,0,1,2,0,1
438,439,90350,11.4114463,30,40,4280,5,1913,0,TA,365,75,440,694,0,694,0,0,1,0,1,Gd,4,Detchd,Unf,352,Gd,0,0,34,0,0,1134,4009,34,1,0,0,1,0,0,1,1,0,0,1,2,0,1
439,440,110000,11.60823564,50,67,12354,6,1920,0,TA,0,684,684,684,512,1196,0,0,1,0,1,Gd,7,Detchd,Unf,528,TA,0,46,0,0,0,1880,4009,46,1,0,1,1,0,0,1,1,0,0,1,0,0,1
440,441,555000,13.22672339,20,105,15431,10,2008,200,Ex,1767,788,3094,2402,0,2402,1,0,2,0,1,Ex,10,Attchd,Fin,672,TA,0,72,0,0,170,5496,4017,242,3,3,0,1,0,0,1,1,1,0,1,2,1,2
441,442,118000,11.6784399,90,92,12108,4,1955,270,TA,133,1307,1440,1440,0,1440,0,0,2,0,2,Fa,8,None,None,0,None,0,0,0,0,0,2880,3963,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
442,443,162900,12.00089179,50,52,6240,5,1930,0,TA,0,1078,1078,1128,445,1573,0,0,2,0,1,TA,8,Detchd,Unf,360,TA,0,0,0,0,0,2651,4000,0,2,0,1,0,0,0,1,1,0,0,1,2,0,1
443,444,172500,12.05815252,120,53,3922,7,2006,72,Gd,0,1258,1258,1258,0,1258,0,0,2,0,1,Gd,6,Attchd,Fin,648,TA,144,16,0,0,0,2516,4014,16,2,3,0,1,1,0,1,1,1,0,1,2,0,1
444,445,210000,12.25486281,60,70,8750,7,1994,0,Gd,642,273,915,933,975,1908,1,0,2,1,1,Gd,8,Attchd,Unf,493,TA,144,133,0,0,0,2823,4003,133,3.5,0,1,1,1,0,1,1,0,0,1,2,0,1
445,446,127500,11.75587164,20,73,9855,6,1956,0,TA,0,1436,1436,1689,0,1689,0,0,1,0,1,TA,7,Attchd,Unf,480,TA,0,0,0,0,0,3125,3965,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
446,447,190000,12.15477935,20,137,16492,6,1966,0,Gd,247,557,1517,1888,0,1888,0,0,2,1,1,Gd,6,Attchd,Fin,578,TA,0,0,0,0,0,3405,4012,0,2.5,0,0,0,0,0,1,1,0,1,1,1,0,1
447,448,199900,12.20557252,60,70.04995837,11214,7,1998,0,Gd,0,930,930,956,930,1886,0,0,2,1,1,Gd,10,Attchd,Fin,431,TA,89,0,0,0,0,2816,4005,0,2.5,0,1,0,1,0,1,1,0,1,1,2,0,1
448,449,119500,11.69107165,50,50,8600,6,1937,0,TA,0,780,780,780,596,1376,0,0,2,0,1,TA,7,Detchd,Unf,198,TA,0,0,0,0,0,2156,3956,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0
449,450,120000,11.69524702,50,50,6000,3,1948,0,TA,331,318,649,679,504,1183,0,0,1,1,1,TA,6,Detchd,Unf,308,TA,0,176,0,0,0,1832,4009,176,1.5,0,1,1,0,0,1,1,0,0,1,1,0,1
450,451,110000,11.60823564,30,70,5684,6,1930,0,TA,0,813,813,813,0,813,0,0,1,0,1,Gd,5,Detchd,Unf,270,Fa,0,113,0,0,0,1626,4011,113,1,0,0,1,0,0,1,1,0,0,1,0,0,1
452,453,204000,12.22587527,60,70.04995837,9303,6,1996,42,Gd,742,130,872,888,868,1756,1,0,2,1,1,TA,7,Attchd,Fin,422,TA,144,122,0,0,0,2628,4004,122,3.5,0,1,1,1,0,1,1,1,1,1,2,0,1
453,454,210000,12.25486281,60,75,9000,8,2008,0,Gd,0,768,768,786,804,1590,0,0,2,1,1,Gd,6,Attchd,RFn,676,TA,0,30,0,0,0,2358,4017,30,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
454,455,188000,12.14419724,90,63,9297,5,1976,0,TA,1606,122,1728,1728,0,1728,2,0,2,0,2,TA,8,Detchd,Unf,560,TA,0,0,0,0,0,3456,3982,0,4,0,0,0,0,0,1,1,0,0,1,1,0,1
455,456,175500,12.07539432,20,80,9600,7,1973,320,TA,916,326,1242,1242,0,1242,0,0,1,1,1,TA,6,Attchd,Unf,528,TA,0,0,0,0,0,2484,3980,0,1.5,0,0,0,0,0,1,1,0,0,1,1,0,1
456,457,98000,11.49272276,70,34,4571,5,1916,0,TA,0,624,624,624,720,1344,0,0,1,0,1,TA,7,Detchd,Unf,513,Fa,0,0,96,0,0,1968,3958,96,1,3,1,1,0,0,1,1,0,0,1,0,0,1
457,458,256000,12.45293272,20,70.04995837,53227,4,1954,0,TA,1116,248,1364,1663,0,1663,1,0,1,0,1,Gd,6,Attchd,Fin,529,TA,224,137,0,0,0,3027,4002,137,2,0,0,1,1,0,1,1,0,1,1,1,0,1
458,459,161000,11.98915964,70,70.04995837,5100,8,1925,0,TA,0,588,588,833,833,1666,0,0,1,0,1,Gd,7,Detchd,Unf,228,TA,192,63,0,0,0,2254,4004,63,1,0,1,1,1,0,1,1,0,0,1,2,0,1
459,460,110000,11.60823564,50,70.04995837,7015,5,1950,161,TA,185,524,709,979,224,1203,1,0,1,0,1,Gd,5,Detchd,Unf,352,TA,0,0,248,0,0,1912,3959,248,2,0,1,1,0,0,1,1,0,1,1,1,0,1
460,461,263435,12.48156194,60,75,8004,8,2009,110,Gd,544,288,832,832,1103,1935,1,0,2,1,1,TA,8,BuiltIn,Fin,552,TA,0,150,0,0,0,2767,4018,150,3.5,0,1,1,0,0,1,1,0,1,1,2,1,1
461,462,155000,11.9511804,70,60,7200,7,1936,0,Gd,350,0,560,575,560,1135,1,0,1,0,1,Gd,6,Detchd,RFn,576,TA,256,0,0,0,0,1695,4016,0,2,0,1,0,1,0,1,1,0,0,1,2,0,1
462,463,62383,11.04104808,20,60,8281,5,1965,0,TA,553,0,864,864,0,864,0,0,1,0,1,TA,5,Detchd,Unf,360,TA,0,0,236,0,0,1728,3974,236,1,0,0,1,0,0,1,1,0,1,1,1,0,1
463,464,188700,12.14791373,70,74,11988,6,1934,0,TA,326,389,715,849,811,1660,0,0,1,1,1,TA,6,Detchd,Unf,240,TA,0,0,0,0,0,2375,4003,0,1.5,0,1,0,0,0,1,1,0,1,1,1,0,1
464,465,124000,11.72803684,20,60,8430,5,1978,136,TA,616,424,1040,1040,0,1040,0,0,2,0,1,TA,5,None,None,0,None,0,0,0,0,0,2080,3987,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
465,466,178740,12.09368751,120,70.04995837,3072,7,2004,18,Gd,0,1375,1375,1414,0,1414,0,0,2,0,1,Gd,6,Attchd,Fin,398,TA,144,20,0,0,0,2789,4010,20,2,0,0,1,1,0,1,1,0,0,1,2,0,1
466,467,167000,12.02574909,20,85,10628,7,1970,0,TA,778,499,1277,1277,0,1277,1,0,1,0,1,TA,5,Attchd,Unf,526,TA,0,0,0,0,176,2554,3977,176,2,0,0,1,0,0,1,1,0,0,1,1,0,1
467,468,146500,11.89478071,70,79,9480,5,1942,224,TA,386,342,728,888,756,1644,0,0,1,1,1,Gd,7,Attchd,Unf,312,TA,168,0,0,0,0,2372,4002,0,1.5,0,1,0,1,0,1,1,0,0,1,1,1,1
468,469,250000,12.4292162,20,98,11428,8,2006,248,Gd,0,1626,1626,1634,0,1634,0,0,2,0,1,Gd,7,Attchd,RFn,866,TA,0,44,0,0,0,3260,4013,44,2,3,0,1,0,0,1,1,0,1,1,2,1,2
469,470,187000,12.1388639,60,76,9291,6,1993,120,Gd,426,406,832,832,878,1710,0,0,2,1,1,Gd,7,Attchd,RFn,506,TA,144,70,0,0,0,2542,4001,70,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
470,471,212000,12.26434155,120,70.04995837,6820,8,1985,0,Gd,368,0,1488,1502,0,1502,1,0,1,1,1,Gd,4,Attchd,RFn,528,TA,0,54,0,0,140,2990,3995,194,2.5,0,0,1,0,0,1,1,0,1,1,2,0,2
471,472,190000,12.15477935,60,92,11952,7,1977,0,TA,0,808,808,1161,808,1969,0,0,2,1,1,TA,8,Attchd,RFn,534,TA,0,0,0,0,276,2777,3984,276,2.5,0,1,1,0,0,1,1,0,0,1,1,0,1
472,473,148000,11.90496755,180,35,3675,6,2005,80,TA,459,88,547,1072,0,1072,1,0,1,0,1,TA,5,Basment,RFn,525,TA,0,28,0,0,0,1619,4013,28,2,0,0,1,0,0,1,1,0,0,1,2,0,1
473,474,440000,12.99453001,20,110,14977,8,2006,304,Gd,1350,626,1976,1976,0,1976,1,0,2,0,1,Gd,7,Attchd,RFn,908,TA,250,63,0,0,0,3952,4014,63,3,3,0,1,1,0,2,1,1,1,1,2,0,2
474,475,251000,12.43320822,120,41,5330,8,2000,0,Gd,1196,298,1494,1652,0,1652,1,0,2,0,1,Ex,6,Attchd,RFn,499,TA,96,48,0,0,0,3146,4007,48,3,0,0,1,1,0,1,1,0,0,1,2,0,2
475,476,132500,11.79433792,20,80,8480,5,1963,0,TA,630,340,970,970,0,970,1,0,1,0,1,TA,5,Detchd,Unf,624,TA,0,24,0,0,192,1940,3970,216,2,0,0,1,0,0,1,1,0,0,1,1,0,1
476,477,208900,12.24961095,20,75,13125,6,1997,215,TA,994,484,1478,1493,0,1493,1,0,2,0,1,Gd,7,Attchd,Fin,508,TA,140,39,0,0,0,2971,4006,39,3,0,0,1,1,0,1,1,0,0,1,2,0,1
477,478,380000,12.84792653,60,105,13693,9,2006,772,Ex,0,2153,2153,2069,574,2643,0,0,2,1,1,Ex,9,BuiltIn,Fin,694,TA,414,84,0,0,0,4796,4013,84,2.5,3,1,1,1,0,1,1,0,0,1,2,0,2
478,479,297000,12.60148742,20,79,10637,8,2007,336,Gd,1288,417,1705,1718,0,1718,1,0,2,0,1,Gd,7,Attchd,RFn,826,TA,208,44,0,0,0,3423,4017,44,3,3,0,1,1,0,1,1,1,0,1,2,1,1
479,480,89471,11.40166983,30,50,5925,4,1937,435,TA,168,739,907,1131,0,1131,0,0,1,0,1,TA,7,Detchd,Unf,672,TA,0,72,0,0,0,2038,4007,72,1,0,0,1,0,0,1,1,0,0,1,0,0,1
480,481,326000,12.69465266,20,98,16033,9,2004,378,Gd,1261,572,1833,1850,0,1850,1,0,2,0,1,Gd,8,Attchd,Fin,772,TA,519,112,0,0,0,3683,4011,112,3,3,0,1,1,0,1,1,1,1,1,2,0,2
481,482,374000,12.83201108,20,72,11846,9,2003,562,Gd,1567,225,1792,1792,0,1792,1,0,2,0,1,Ex,6,Attchd,Fin,874,TA,206,49,0,0,0,3584,4010,49,3,3,0,1,1,0,1,1,1,1,1,2,0,2
482,483,155000,11.9511804,70,50,2500,7,1915,0,Gd,299,611,910,916,910,1826,1,0,1,1,1,Ex,7,Attchd,Unf,164,Fa,0,0,0,0,0,2736,4014,0,2.5,0,1,0,0,0,1,1,0,0,1,2,0,1
483,484,164000,12.00762171,120,32,4500,6,1998,116,TA,897,319,1216,1216,0,1216,1,0,2,0,1,TA,5,Attchd,Unf,402,TA,0,125,0,0,0,2432,4004,125,3,0,0,1,0,0,1,1,1,0,1,2,0,1
484,485,132500,11.79433792,20,70.04995837,7758,5,1962,0,TA,588,411,999,999,0,999,1,0,1,0,1,Gd,6,Detchd,Unf,264,TA,0,132,0,0,0,1998,4008,132,2,0,0,1,0,0,1,1,0,1,1,1,0,1
485,486,147000,11.89818787,20,80,9600,5,1950,0,Gd,607,506,1113,1113,0,1113,0,0,1,0,1,Gd,5,Attchd,Unf,264,TA,0,80,120,0,0,2226,4016,200,1,0,0,1,0,0,1,1,0,0,1,1,0,1
486,487,156000,11.95761129,20,79,10289,5,1965,168,TA,836,237,1073,1073,0,1073,1,0,1,1,1,TA,6,Attchd,RFn,515,TA,0,0,0,0,0,2146,3972,0,2.5,0,0,0,0,0,1,1,0,0,1,1,0,1
487,488,175000,12.07254125,20,70,12243,5,1971,0,TA,998,486,1484,1484,0,1484,0,0,2,0,1,TA,7,Attchd,Unf,487,TA,224,0,0,0,180,2968,3978,180,2,0,0,1,1,0,1,1,0,1,1,1,0,1
488,489,160000,11.98292909,190,60,10800,5,1900,0,TA,664,290,954,1766,648,2414,0,0,2,0,2,TA,10,Attchd,Unf,520,TA,142,0,0,0,0,3368,3976,0,2,0,1,0,1,0,1,1,0,0,1,1,0,1
489,490,86000,11.36210258,180,21,1526,4,1970,0,TA,515,115,630,630,0,630,1,0,1,0,1,Gd,3,Attchd,Unf,286,TA,0,0,0,0,0,1260,4011,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0
490,491,115000,11.65268741,160,70.04995837,2665,5,1976,0,TA,0,264,264,616,688,1304,0,0,1,1,1,TA,4,BuiltIn,Fin,336,TA,141,24,0,0,0,1568,3984,24,1.5,0,1,1,1,0,1,1,0,0,1,2,0,0
491,492,133000,11.79810441,50,79,9490,6,1941,0,TA,403,238,806,958,620,1578,1,0,1,0,1,Fa,5,Attchd,Unf,240,TA,0,0,32,0,0,2384,3956,32,2,0,1,1,0,0,1,1,0,0,1,1,0,1
492,493,172785,12.05980333,60,105,15578,6,2006,0,Gd,0,728,728,728,728,1456,0,0,2,1,1,TA,8,Attchd,RFn,429,TA,0,0,0,0,0,2184,4012,0,2.5,0,1,0,0,0,1,1,0,1,1,2,0,1
493,494,155000,11.9511804,20,70,7931,5,1960,0,TA,374,363,1269,1269,0,1269,0,0,1,1,1,TA,6,Detchd,Unf,308,TA,0,0,0,0,0,2538,3968,0,1.5,0,0,0,0,0,1,1,0,0,1,1,0,1
494,495,91300,11.42190607,30,50,5784,5,1938,0,TA,0,190,190,886,0,886,0,0,1,0,1,TA,4,Attchd,Unf,273,TA,144,20,80,0,0,1076,4005,100,1,0,0,1,1,0,1,1,0,0,1,0,0,1
495,496,34900,10.46024211,30,60,7879,4,1920,0,TA,495,225,720,720,0,720,0,0,1,0,1,TA,4,None,None,0,None,0,523,115,0,0,1440,3959,638,1,0,0,1,0,0,1,1,0,0,1,1,0,0
496,497,430000,12.97154049,20,70.04995837,12692,8,1992,0,Gd,1231,1969,3200,3228,0,3228,1,0,3,0,1,Gd,10,Attchd,RFn,546,TA,264,75,291,0,0,6428,4000,366,4,0,0,1,1,0,1,1,0,1,1,2,0,2
497,498,184000,12.12269104,50,60,9120,7,1925,0,TA,329,697,1026,1133,687,1820,1,0,2,0,1,TA,8,Detchd,Unf,240,TA,0,100,0,0,0,2846,3958,100,3,0,1,1,0,0,1,1,0,0,1,2,0,1
498,499,130000,11.77528973,20,65,7800,5,1967,89,TA,450,414,864,899,0,899,0,0,1,0,1,Gd,5,Attchd,Fin,288,TA,64,0,0,0,0,1763,4013,0,1,0,0,0,1,0,1,1,0,0,1,2,0,1
499,500,120000,11.69524702,20,70,7535,5,1958,0,TA,111,522,912,912,0,912,0,1,1,0,1,TA,5,Attchd,Fin,297,TA,12,285,0,0,0,1824,3992,285,1.5,0,0,1,1,0,1,1,0,1,1,1,0,1
500,501,113000,11.6351431,160,21,1890,6,1973,285,TA,356,316,672,672,546,1218,0,0,1,1,1,TA,7,Detchd,Unf,264,TA,144,28,0,0,0,1890,3980,28,1.5,0,1,1,1,0,1,1,0,0,1,1,0,0
501,502,226700,12.33138284,60,75,9803,7,2005,0,Gd,400,466,866,866,902,1768,0,0,2,1,1,Gd,7,Attchd,RFn,603,TA,0,108,0,0,0,2634,4013,108,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
502,503,140000,11.8493977,20,70,9170,5,1965,0,TA,698,420,1214,1214,0,1214,1,0,1,0,1,TA,6,Detchd,Unf,461,Fa,0,0,184,0,0,2428,3972,184,2,0,0,1,0,0,1,1,0,0,1,1,0,1
503,504,289000,12.57418197,20,100,15602,7,1959,0,TA,1247,254,1501,1801,0,1801,1,0,2,0,1,TA,6,Attchd,Fin,484,TA,0,54,0,0,161,3302,4007,215,3,0,0,1,0,0,1,1,0,1,1,1,0,1
504,505,147000,11.89818787,160,24,2308,6,1974,0,TA,257,103,855,855,467,1322,0,1,2,1,1,TA,6,Attchd,Unf,440,TA,260,0,0,0,0,2177,3983,0,3,0,1,0,1,0,1,1,0,0,1,1,0,1
