,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,PoolQC,Fence,MiscFeature,SalePrice_log,SalePrice
1127,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.464583340681674,259000
1128,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.2783933071098,215000
1129,Gd,TA,Gd,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.84939770159144,140000
1130,TA,TA,No,BLQ,Unf,TA,Y,Gd,Min2,TA,Unf,TA,None,MnPrv,None,11.813030057420567,135000
1131,Gd,TA,Mn,BLQ,Unf,TA,Y,TA,Typ,None,None,None,None,MnPrv,None,11.44571671527678,93500
1132,TA,TA,Mn,Unf,Unf,TA,Y,Fa,Typ,None,Unf,TA,None,None,None,11.67419361256635,117500
1133,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.386308695833106,239500
1134,Gd,TA,Av,Unf,Unf,Gd,Y,TA,Typ,TA,Fin,TA,None,None,None,12.037653993905211,169000
1135,TA,TA,No,Unf,Unf,TA,N,TA,Typ,Gd,Unf,TA,None,None,None,11.532728092266408,102000
1136,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.686878772093667,119000
1137,TA,TA,No,Unf,Unf,Gd,N,TA,Typ,None,None,None,None,None,None,11.451050061252142,94000
1138,TA,TA,Gd,ALQ,Unf,TA,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.185869938212655,196000
1139,TA,TA,No,BLQ,Unf,TA,Y,TA,Maj1,Gd,Unf,TA,None,None,None,11.877568578558138,144000
1140,TA,TA,Mn,ALQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.842229212112828,139000
1141,TA,TA,No,ALQ,Unf,Ex,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.193493863323313,197500
1142,Ex,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.959538518762063,424870
1143,TA,TA,No,GLQ,Unf,TA,Y,TA,Typ,None,None,None,None,None,None,11.289781913656018,80000
1144,Gd,TA,No,BLQ,Unf,Fa,N,Fa,Typ,None,Unf,TA,None,MnPrv,None,11.289781913656018,80000
1145,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.911701584927597,149000
1146,Gd,TA,No,GLQ,Unf,TA,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.100712129872347,180000
1147,TA,TA,No,Rec,Unf,Ex,Y,Fa,Typ,Gd,Unf,TA,None,None,None,12.069680020624618,174500
1148,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.66907414746016,116900
1149,TA,TA,No,ALQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.870599909242044,143000
1150,TA,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,Unf,TA,None,GdPrv,None,11.728036844587175,124000
1151,TA,TA,No,BLQ,Unf,TA,Y,Fa,Typ,Gd,Fin,TA,None,None,None,11.917723684090689,149900
1152,TA,TA,No,ALQ,GLQ,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.345834587905333,230000
1153,TA,TA,Av,ALQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.699405031912846,120500
1154,TA,TA,Gd,ALQ,Unf,TA,Y,Gd,Typ,Gd,Unf,TA,None,GdPrv,None,12.215032386901646,201800
1155,Gd,TA,Gd,ALQ,Unf,TA,Y,Gd,Typ,Fa,RFn,TA,None,None,None,12.292250341771226,218000
1156,TA,TA,Gd,ALQ,Unf,Gd,Y,Gd,Typ,Gd,RFn,TA,None,MnPrv,None,12.100156419938624,179900
1157,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.345834587905333,230000
1158,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.367885325692589,235128
1159,TA,TA,No,ALQ,Unf,TA,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.128111104060462,185000
1160,Gd,TA,No,ALQ,Unf,Fa,Y,TA,Typ,TA,Unf,TA,None,None,None,11.891361900690473,146000
1161,TA,TA,No,BLQ,Unf,Ex,Y,Gd,Typ,Gd,Unf,TA,None,None,None,12.319401330837177,224000
1162,Gd,TA,No,BLQ,Unf,Gd,Y,TA,Typ,Po,Fin,TA,None,None,None,11.76756768334381,129000
1163,Gd,TA,Av,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.598726943661342,108959
1164,Gd,TA,Gd,ALQ,Rec,Ex,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.175613438045465,194000
1165,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.359523080243038,233170
1166,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.41044104151805,245350
1167,Gd,TA,No,GLQ,Unf,Ex,Y,TA,Typ,TA,Fin,TA,None,None,None,12.061046873479915,173000
1168,TA,TA,No,Rec,Unf,Ex,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.367340793126296,235000
1169,Ex,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,13.345506928718539,625000
1170,TA,TA,Av,ALQ,Unf,TA,Y,TA,Typ,Po,Fin,TA,Gd,GdPrv,None,12.049418835484797,171000
1171,TA,TA,No,ALQ,Unf,Ex,Y,TA,Typ,TA,RFn,TA,None,None,Shed,12.0015054797889,163000
1172,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.05466819137094,171900
1173,TA,TA,No,Rec,BLQ,TA,Y,Ex,Maj1,Gd,None,None,None,MnPrv,None,12.20856952572876,200500
1174,Gd,TA,No,Rec,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,12.384218830913648,239000
1175,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.560244459250788,285000
1176,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.691071650353702,119500
1177,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.652687407345388,115000
1178,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.95053502640496,154900
1179,None,None,None,None,None,Gd,Y,TA,Min2,Gd,None,None,None,None,None,11.440354772135393,93000
1180,Gd,TA,No,LwQ,Unf,Ex,Y,TA,Typ,None,Fin,TA,None,GdPrv,None,12.429216196844383,250000
1181,Ex,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.8802918162046,392500
1182,Ex,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,TA,Fin,TA,Ex,MnPrv,None,13.521139497361697,745000
1183,TA,TA,No,Rec,Unf,Ex,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.695247021764184,120000
1184,TA,TA,Gd,Rec,Unf,Gd,Y,TA,Typ,TA,RFn,TA,None,None,None,12.137258329529814,186700
1185,TA,TA,No,BLQ,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.560762794384388,104900
1186,Fa,TA,Mn,BLQ,Unf,TA,Y,TA,Typ,None,Unf,Fa,None,None,None,11.461632170582678,95000
1187,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Fa,RFn,TA,None,GdPrv,None,12.476099782743233,262000
1188,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.180754837545884,195000
1189,TA,TA,No,Unf,Unf,Gd,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.14950229404178,189000
1190,TA,TA,Av,BLQ,Unf,Ex,Y,TA,Typ,TA,Fin,TA,None,None,None,12.031719258385396,168000
1191,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,12.066810578196666,174000
1192,TA,TA,Mn,Unf,Unf,Gd,Y,Gd,Typ,None,Unf,Fa,None,GdWo,None,11.736069016284437,125000
1193,Ex,TA,No,GLQ,Unf,Ex,Y,TA,Typ,None,Fin,TA,None,None,None,12.013700752882718,165000
1194,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,None,Fin,TA,None,MnPrv,None,11.970350312009105,158000
1195,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.078239274020289,176000
1196,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.297785453453374,219210
1197,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.877568578558138,144000
1198,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.089538829274222,178000
1199,TA,TA,No,Rec,Unf,Gd,Y,TA,Typ,Po,Unf,TA,None,None,None,11.904967552746252,148000
1200,TA,TA,No,Unf,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,Shed,11.661776411702583,116050
1201,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.195517131590657,197900
1202,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,Fa,Unf,TA,None,None,None,11.669929213779893,117000
1203,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.269047444691562,213000
1204,Gd,TA,No,ALQ,Unf,Ex,Y,TA,Typ,None,RFn,TA,None,MnPrv,None,11.941455846009388,153500
1205,Gd,TA,Mn,ALQ,BLQ,Gd,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.513189630620563,271900
1206,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.580584113444043,107000
1207,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.206072645530174,200000
1208,TA,TA,No,Rec,BLQ,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.84939770159144,140000
1209,Ex,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.577636201962656,290000
1210,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,GdPrv,Shed,12.14950229404178,189000
1211,Gd,TA,Av,GLQ,Unf,Gd,Y,TA,Typ,None,RFn,TA,None,None,None,12.007621706806335,164000
1212,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.635143097694478,113000
1213,TA,Gd,Av,GLQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.884489021402711,145000
1214,TA,TA,Av,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.809319478024031,134500
1215,TA,TA,No,Rec,LwQ,TA,Y,TA,Typ,None,RFn,TA,None,MnPrv,None,11.736069016284437,125000
1216,None,None,None,None,None,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.626254150277232,112000
1217,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.343466568968994,229456
1218,None,None,None,None,None,Gd,N,TA,Typ,None,None,None,None,None,None,11.296012463406655,80500
1219,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,None,None,None,None,None,11.424094251263613,91500
1220,TA,TA,No,Rec,LwQ,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.652687407345388,115000
1221,TA,TA,No,BLQ,LwQ,Ex,Y,TA,Typ,TA,Unf,TA,None,None,None,11.805595078933049,134000
1222,TA,TA,Mn,Rec,Unf,Ex,Y,TA,Typ,Gd,Unf,TA,None,GdWo,None,11.870599909242044,143000
1223,TA,Fa,No,LwQ,Unf,TA,N,TA,Mod,None,Unf,TA,None,MnPrv,None,11.834284063781393,137900
1224,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.122691036591123,184000
1225,TA,TA,Av,GLQ,Unf,Ex,Y,TA,Typ,None,RFn,TA,None,MnWw,None,11.884489021402711,145000
1226,Gd,TA,Mn,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.273731294003989,214000
1227,TA,TA,No,ALQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.898187865760873,147000
1228,Ex,TA,No,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.813917896253697,367294
1229,TA,TA,No,ALQ,Unf,Gd,Y,TA,Maj1,None,Unf,TA,None,GdWo,None,11.751942365440728,127000
1230,Gd,TA,No,GLQ,Rec,Ex,Y,TA,Typ,TA,RFn,TA,None,None,Gar2,12.154779351142624,190000
1231,TA,TA,Av,ALQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,GdWo,None,11.794337924408413,132500
1232,None,None,None,None,None,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.53076538309856,101800
1233,TA,TA,No,Rec,Unf,Fa,Y,TA,Typ,None,RFn,TA,None,MnPrv,None,11.863582336583399,142000
1234,TA,TA,Av,Unf,Unf,TA,N,TA,Typ,None,None,None,None,None,None,11.77528972943772,130000
1235,Gd,TA,Mn,Unf,Unf,Gd,Y,TA,Typ,None,Unf,Fa,None,None,None,11.841415931849784,138887
1236,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.075394321888057,175500
1237,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.180754837545884,195000
1238,Gd,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.867097278690842,142500
1239,Gd,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,Gd,RFn,TA,None,None,None,12.490875577231112,265900
1240,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.323411137947407,224900
1241,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.422505731952896,248328
1242,Gd,TA,Gd,GLQ,LwQ,TA,Y,Gd,Typ,TA,RFn,TA,None,MnPrv,None,12.043553716032399,170000
1243,Ex,Gd,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,13.049792684569493,465000
1244,Gd,TA,No,Unf,Unf,Fa,Y,Gd,Typ,Gd,Unf,TA,None,None,None,12.345834587905333,230000
1245,Gd,TA,No,Unf,Unf,Ex,Y,TA,Typ,TA,Fin,TA,None,None,None,12.089538829274222,178000
1246,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.136186518066006,186500
1247,TA,TA,Av,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,12.042965307660024,169900
1248,Gd,TA,No,Rec,Unf,Fa,N,TA,Typ,Gd,Unf,Fa,None,None,None,11.771436160121729,129500
1249,TA,TA,No,BLQ,Rec,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.686878772093667,119000
1250,TA,TA,No,ALQ,Unf,Ex,Y,Ex,Typ,TA,Fin,TA,None,None,None,12.404923504275338,244000
1251,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.053795210084596,171750
1252,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,RFn,TA,None,GdWo,Shed,11.77528972943772,130000
1253,TA,TA,Gd,LwQ,ALQ,TA,Y,Gd,Typ,Gd,RFn,TA,None,MnPrv,None,12.591335046320818,294000
1254,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.016122061571728,165400
1255,TA,Fa,No,LwQ,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.755871643580617,127500
1256,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.616525295149378,301500
1257,Fa,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,None,None,None,None,None,11.511924964636645,99900
1258,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.154779351142624,190000
1259,Gd,TA,No,ALQ,LwQ,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.925035115797062,151000
1260,Gd,TA,No,Unf,Unf,Ex,Y,TA,Typ,TA,Fin,TA,None,None,None,12.106252310247962,181000
1261,TA,TA,No,Rec,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.766792188927278,128900
1262,TA,TA,Av,Unf,Unf,Ex,Y,TA,Min2,TA,Unf,TA,None,None,None,11.992260421644849,161500
1263,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,Gd,Unf,TA,None,GdPrv,None,12.103486056755072,180500
1264,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.106252310247962,181000
1265,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,12.122147410592412,183900
1266,TA,TA,No,Unf,Unf,TA,N,TA,Typ,Gd,Unf,TA,None,MnPrv,None,11.711776323715394,122000
1267,Ex,TA,Gd,Unf,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.84397135185964,378500
1268,TA,TA,Mn,Rec,Unf,Ex,Y,Gd,Typ,Gd,Unf,TA,None,GdWo,None,12.850554654108839,381000
1269,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,GdWo,None,11.877568578558138,144000
1270,Gd,TA,Gd,GLQ,Unf,TA,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.468436909997665,260000
1271,TA,TA,No,Unf,Unf,Gd,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.132156962580005,185750
1272,TA,TA,No,BLQ,LwQ,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.827736204810263,137000
1273,TA,TA,Av,ALQ,Unf,Gd,Y,Ex,Typ,Gd,RFn,TA,None,GdPrv,None,12.083905011555967,177000
1274,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.842229212112828,139000
1275,TA,TA,No,Rec,Unf,Gd,Y,TA,Typ,None,Unf,Fa,None,None,None,11.827736204810263,137000
1276,TA,Gd,No,BLQ,Unf,TA,Y,TA,Typ,TA,Unf,TA,None,None,None,11.99535161421452,162000
1277,Gd,TA,Av,ALQ,Unf,Fa,Y,TA,Typ,Gd,RFn,TA,None,None,None,12.195517131590657,197900
1278,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.375815420117268,237000
1279,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,RFn,TA,None,None,None,11.133128103610641,68400
1280,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.332705296463539,227000
1281,Gd,TA,No,ALQ,Unf,TA,Y,TA,Typ,TA,Fin,Gd,None,None,None,12.100712129872347,180000
1282,Gd,TA,Mn,LwQ,Rec,TA,Y,Gd,Typ,None,Unf,TA,None,None,None,11.921718363171067,150500
1283,TA,TA,Av,Unf,Unf,TA,Y,TA,Typ,None,None,None,None,None,None,11.842229212112828,139000
1284,TA,TA,No,Unf,Unf,Ex,Y,Gd,Min2,Gd,Unf,TA,None,None,None,12.037653993905211,169000
1285,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.794337924408413,132500
1286,TA,TA,No,ALQ,Rec,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.870599909242044,143000
1287,TA,TA,Av,Rec,Unf,Fa,Y,TA,Typ,None,Unf,TA,None,None,None,12.154779351142624,190000
1288,Gd,TA,No,GLQ,Unf,Ex,Y,Ex,Typ,Ex,Fin,TA,None,None,None,12.535376392672774,278000
1289,Gd,TA,Mn,Unf,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.546109948315882,281000
1290,TA,TA,Av,GLQ,Unf,TA,Y,TA,Typ,Gd,RFn,TA,None,None,None,12.103486056755072,180500
1291,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.691071650353702,119500
1292,TA,TA,No,Unf,Unf,TA,N,TA,Min2,None,RFn,TA,None,None,None,11.585246126549855,107500
1293,Gd,TA,No,GLQ,Unf,TA,Y,TA,Typ,TA,RFn,TA,None,GdWo,None,12.000891794590137,162900
1294,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.652687407345388,115000
1295,TA,TA,Av,BLQ,Unf,Gd,Y,TA,Typ,None,RFn,TA,None,GdWo,None,11.83862560460953,138500
1296,TA,TA,Mn,ALQ,Unf,Gd,Y,TA,Typ,None,RFn,TA,None,MnPrv,None,11.951180395901384,155000
1297,Gd,TA,Gd,GLQ,Unf,Gd,Y,TA,Typ,None,Fin,TA,None,None,None,11.84939770159144,140000
1298,Ex,TA,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,Gd,None,None,11.982929094215963,160000
1299,TA,TA,No,LwQ,Rec,Ex,Y,Gd,Typ,None,RFn,TA,None,GdPrv,None,11.944707881395766,154000
1300,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.323855681186558,225000
1301,TA,TA,No,BLQ,Unf,Fa,Y,Gd,Typ,Gd,Unf,TA,None,None,None,12.086725887897607,177500
1302,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.577636201962656,290000
1303,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.354492650648448,232000
1304,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Maj1,None,Unf,TA,None,None,None,11.77528972943772,130000
1305,Ex,TA,No,GLQ,Unf,Ex,Y,Ex,Typ,Ex,Fin,TA,None,None,None,12.691580461311874,325000
1306,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.218495165528731,202500
1307,Gd,Gd,No,ALQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.835008964139341,138000
1308,TA,TA,No,GLQ,ALQ,Ex,Y,Gd,Typ,None,Unf,TA,None,GdWo,None,11.898187865760873,147000
1309,Gd,TA,No,GLQ,Unf,Gd,Y,Gd,Typ,None,RFn,TA,None,GdWo,None,12.096257779522967,179200
1310,Gd,TA,Av,GLQ,Unf,TA,Y,Ex,Typ,TA,Fin,TA,None,None,None,12.721885810807203,335000
1311,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.220961258023925,203000
1312,Ex,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Ex,RFn,Gd,None,None,None,12.618182296357007,302000
1313,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.716402146247475,333168
1314,TA,TA,No,Rec,Unf,Ex,Y,TA,Typ,TA,Unf,TA,None,None,None,11.686878772093667,119000
1315,Fa,TA,Mn,ALQ,LwQ,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,12.239990863733635,206900
1316,Ex,TA,Gd,Unf,Unf,Ex,Y,Ex,Typ,Gd,RFn,TA,None,None,None,12.596400426884427,295493
1317,Ex,Gd,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.249610947544657,208900
1318,Gd,TA,Gd,Unf,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.524526376648708,275000
1319,TA,TA,No,ALQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.617285480294472,111000
1320,TA,TA,No,ALQ,Rec,Gd,Y,TA,Typ,Gd,RFn,TA,None,None,None,11.960811288962345,156500
1321,None,None,None,None,None,TA,N,TA,Typ,None,Unf,Fa,None,None,None,11.191341840842766,72500
1322,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.154779351142624,190000
1323,TA,TA,No,LwQ,Unf,Gd,Y,Fa,Typ,None,None,None,None,None,None,11.320553572322773,82500
1324,Ex,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,11.898187865760873,147000
1325,TA,Fa,No,Unf,Unf,Fa,N,TA,Typ,None,None,None,None,MnPrv,None,10.915088464214607,55000
1326,TA,TA,No,Rec,Unf,Ex,Y,Gd,Typ,None,None,None,None,None,None,11.27720313144916,79000
1327,TA,TA,No,ALQ,Unf,Ex,Y,Gd,Typ,Ex,Unf,TA,None,MnPrv,None,11.779128505744886,130500
1328,Gd,TA,No,LwQ,Unf,Ex,Y,TA,Mod,TA,Unf,TA,None,MnPrv,Shed,12.4529327234617,256000
1329,Gd,TA,No,Unf,Unf,Gd,Y,TA,Typ,TA,Fin,TA,None,None,None,12.081076155355488,176500
1330,Gd,Gd,Av,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.332705296463539,227000
1331,TA,TA,Av,ALQ,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.794337924408413,132500
1332,TA,TA,Mn,ALQ,Unf,Ex,Y,TA,Typ,Gd,Unf,Fa,None,None,None,11.512925464970229,100000
1333,TA,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,MnPrv,None,11.740061037553975,125500
1334,TA,TA,No,LwQ,Unf,TA,Y,TA,Min1,None,Unf,TA,None,None,None,11.736069016284437,125000
1335,Gd,TA,No,ALQ,Unf,TA,Y,TA,Typ,TA,RFn,TA,None,None,None,12.031123843065632,167900
1336,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.813030057420567,135000
1337,TA,TA,No,Unf,Unf,Fa,N,Fa,Typ,None,None,None,None,None,None,10.868568448579715,52500
1338,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.206072645530174,200000
1339,TA,TA,Mn,Rec,Unf,Ex,Y,TA,Typ,None,RFn,TA,None,None,None,11.763684183317412,128500
1340,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,GdWo,None,11.719939634354555,123000
1341,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.951180395901384,155000
1342,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.339291489316397,228500
1343,TA,TA,No,Unf,Unf,Gd,Y,TA,Typ,TA,Unf,Fa,None,None,None,12.083905011555967,177000
1344,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,11.956553034172742,155835
1345,TA,TA,No,ALQ,Unf,Gd,Y,Fa,Typ,None,Unf,TA,None,None,None,11.594505451962652,108500
1346,TA,TA,No,BLQ,Rec,TA,Y,TA,Typ,Gd,RFn,TA,None,None,None,12.478006361013815,262500
1347,Ex,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.554836882168736,283463
1348,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Fa,RFn,TA,None,None,None,12.2783933071098,215000
1349,TA,Fa,No,LwQ,Unf,Fa,N,TA,Typ,None,None,None,None,None,None,11.711776323715394,122000
